n mode kind time_us
3300 combined random 2312
3400 combined random 2193
3500 combined random 2282
3600 combined random 2368
3700 combined random 2530
3800 combined random 2545
3900 combined random 2611
4000 combined random 2854
4100 combined random 2910
4200 combined random 3097
4300 combined random 3242
4400 combined random 3306
4500 combined random 3346
4600 combined random 3400
4700 combined random 3445
4800 combined random 3502
4900 combined random 3548
5000 combined random 3611
5100 combined random 3644
5200 combined random 3680
5300 combined random 3721
5400 combined random 3749
5500 combined random 3789
5600 combined random 3832
5700 combined random 3867
5800 combined random 3887
5900 combined random 3942
6000 combined random 4368
6100 combined random 4023
6200 combined random 4126
6300 combined random 4174
6400 combined random 4276
6500 combined random 4345
6600 combined random 4450
6700 combined random 4536
6800 combined random 4635
6900 combined random 4698
7000 combined random 4774
7100 combined random 4902
7200 combined random 4967
7300 combined random 5078
7400 combined random 5144
7500 combined random 5315
7600 combined random 5364
7700 combined random 5477
7800 combined random 5511
7900 combined random 5586
8000 combined random 5697
8100 combined random 5756
8200 combined random 6054
8300 combined random 6557
8400 combined random 6554
8500 combined random 6711
8600 combined random 6876
8700 combined random 6900
8800 combined random 6978
8900 combined random 7168
9000 combined random 7067
9100 combined random 7088
9200 combined random 7188
9300 combined random 7223
9400 combined random 7366
9500 combined random 7382
9600 combined random 7513
9700 combined random 7432
9800 combined random 7469
9900 combined random 7533
500 combined reversed 267
600 combined reversed 346
700 combined reversed 378
800 combined reversed 411
900 combined reversed 489
1000 combined reversed 560
1100 combined reversed 680
1200 combined reversed 726
1300 combined reversed 761
1400 combined reversed 785
1500 combined reversed 816
1600 combined reversed 869
1700 combined reversed 948
1800 combined reversed 1066
1900 combined reversed 1102
2000 combined reversed 1193
2100 combined reversed 1347
2200 combined reversed 1448
2300 combined reversed 1482
2400 combined reversed 1529
2500 combined reversed 1594
2600 combined reversed 1608
2700 combined reversed 1631
2800 combined reversed 1658
2900 combined reversed 1675
3000 combined reversed 1701
3100 combined reversed 1745
3200 combined reversed 1846
3300 combined reversed 1917
3400 combined reversed 2001
3500 combined reversed 2080
3600 combined reversed 2166
3700 combined reversed 2228
3800 combined reversed 2316
3900 combined reversed 2391
4000 combined reversed 2478
4100 combined reversed 2617
4200 combined reversed 2826
4300 combined reversed 2940
4400 combined reversed 3000
4500 combined reversed 3098
4600 combined reversed 3119
4700 combined reversed 3166
4800 combined reversed 3209
4900 combined reversed 3255
5000 combined reversed 3298
5100 combined reversed 3318
5200 combined reversed 3358
5300 combined reversed 3415
5400 combined reversed 3429
5500 combined reversed 3445
5600 combined reversed 3493
5700 combined reversed 3506
5800 combined reversed 3553
5900 combined reversed 3557
6000 combined reversed 3607
6100 combined reversed 3604
6200 combined reversed 3659
6300 combined reversed 3769
6400 combined reversed 3849
6500 combined reversed 3948
6600 combined reversed 4010
6700 combined reversed 4134
6800 combined reversed 4211
6900 combined reversed 4319
7000 combined reversed 4369
7100 combined reversed 4493
7200 combined reversed 4549
7300 combined reversed 4651
7400 combined reversed 4736
7500 combined reversed 4782
7600 combined reversed 4993
7700 combined reversed 5034
7800 combined reversed 4993
7900 combined reversed 5061
8000 combined reversed 5145
8100 combined reversed 5220
8200 combined reversed 5513
8300 combined reversed 5816
8400 combined reversed 5921
8500 combined reversed 6023
8600 combined reversed 6132
8700 combined reversed 6193
8800 combined reversed 6285
8900 combined reversed 6350
9000 combined reversed 6417
9100 combined reversed 6634
9200 combined reversed 6505
9300 combined reversed 6643
9400 combined reversed 6616
9500 combined reversed 6677
9600 combined reversed 6712
9700 combined reversed 6730
9800 combined reversed 6805
9900 combined reversed 6835
500 combined almost_sorted 266
600 combined almost_sorted 342
700 combined almost_sorted 367
800 combined almost_sorted 406
900 combined almost_sorted 494
1000 combined almost_sorted 624
1100 combined almost_sorted 725
1200 combined almost_sorted 737
1300 combined almost_sorted 755
1400 combined almost_sorted 778
1500 combined almost_sorted 808
1600 combined almost_sorted 862
1700 combined almost_sorted 953
1800 combined almost_sorted 1020
1900 combined almost_sorted 1225
2000 combined almost_sorted 1193
2100 combined almost_sorted 1399
2200 combined almost_sorted 1439
2300 combined almost_sorted 1492
2400 combined almost_sorted 1519
2500 combined almost_sorted 1573
2600 combined almost_sorted 1590
2700 combined almost_sorted 1622
2800 combined almost_sorted 1643
2900 combined almost_sorted 1670
3000 combined almost_sorted 1713
3100 combined almost_sorted 1734
3200 combined almost_sorted 1821
3300 combined almost_sorted 1917
3400 combined almost_sorted 2006
3500 combined almost_sorted 2064
3600 combined almost_sorted 2143
3700 combined almost_sorted 2230
3800 combined almost_sorted 2302
3900 combined almost_sorted 2385
4000 combined almost_sorted 2463
4100 combined almost_sorted 2622
4200 combined almost_sorted 2830
4300 combined almost_sorted 2932
4400 combined almost_sorted 3003
4500 combined almost_sorted 3050
4600 combined almost_sorted 3100
4700 combined almost_sorted 3173
4800 combined almost_sorted 3206
4900 combined almost_sorted 3375
5000 combined almost_sorted 3264
5100 combined almost_sorted 3315
5200 combined almost_sorted 3468
5300 combined almost_sorted 3382
5400 combined almost_sorted 3423
5500 combined almost_sorted 3431
5600 combined almost_sorted 3464
5700 combined almost_sorted 3483
5800 combined almost_sorted 3508
5900 combined almost_sorted 3561
6000 combined almost_sorted 3571
6100 combined almost_sorted 3636
6200 combined almost_sorted 3650
6300 combined almost_sorted 3740
6400 combined almost_sorted 3834
6500 combined almost_sorted 3905
6600 combined almost_sorted 4008
6700 combined almost_sorted 4067
6800 combined almost_sorted 4259
6900 combined almost_sorted 4233
7000 combined almost_sorted 4332
7100 combined almost_sorted 4535
7200 combined almost_sorted 4513
7300 combined almost_sorted 4598
7400 combined almost_sorted 4659
7500 combined almost_sorted 4728
7600 combined almost_sorted 4803
7700 combined almost_sorted 5064
7800 combined almost_sorted 5016
7900 combined almost_sorted 5131
8000 combined almost_sorted 5296
8100 combined almost_sorted 5427
8200 combined almost_sorted 5539
8300 combined almost_sorted 5986
8400 combined almost_sorted 6029
8500 combined almost_sorted 6087
8600 combined almost_sorted 6186
8700 combined almost_sorted 6216
8800 combined almost_sorted 6368
8900 combined almost_sorted 6348
9000 combined almost_sorted 6399
9100 combined almost_sorted 6473
9200 combined almost_sorted 6507
9300 combined almost_sorted 6557
9400 combined almost_sorted 6593
9500 combined almost_sorted 6650
9600 combined almost_sorted 6680
9700 combined almost_sorted 6741
9800 combined almost_sorted 6790
9900 combined almost_sorted 6836
500 combined random 291
600 combined random 464
700 combined random 413
800 combined random 447
900 combined random 527
1000 combined random 608
1100 combined random 739
1200 combined random 797
1300 combined random 824
1400 combined random 879
1500 combined random 906
1600 combined random 949
1700 combined random 1113
1800 combined random 1120
1900 combined random 1210
2000 combined random 1295
2100 combined random 1460
2200 combined random 1638
2300 combined random 1674
2400 combined random 1691
2500 combined random 1705
2600 combined random 1745
2700 combined random 1811
2800 combined random 1830
2900 combined random 1861
3000 combined random 1884
3100 combined random 1928
3200 combined random 2007
3300 combined random 2102
3400 combined random 2196
3500 combined random 2272
3600 combined random 2361
3700 combined random 2447
3800 combined random 2540
3900 combined random 2623
4000 combined random 2691
4100 combined random 2878
4200 combined random 3076
4300 combined random 3193
4400 combined random 3314
4500 combined random 3340
4600 combined random 3404
4700 combined random 3459
4800 combined random 3506
4900 combined random 3573
5000 combined random 3614
5100 combined random 3662
5200 combined random 3680
5300 combined random 3725
5400 combined random 3769
5500 combined random 3797
5600 combined random 3859
5700 combined random 3860
5800 combined random 3987
5900 combined random 3930
6000 combined random 3968
6100 combined random 4098
6200 combined random 4073
6300 combined random 4161
6400 combined random 4253
6500 combined random 4339
6600 combined random 4445
6700 combined random 4512
6800 combined random 4625
6900 combined random 4708
7000 combined random 4807
7100 combined random 5059
7200 combined random 4966
7300 combined random 5176
7400 combined random 5153
7500 combined random 5263
7600 combined random 5328
7700 combined random 5397
7800 combined random 5498
7900 combined random 5578
8000 combined random 5834
8100 combined random 5760
8200 combined random 6185
8300 combined random 6326
8400 combined random 6488
8500 combined random 6611
8600 combined random 6691
8700 combined random 6808
8800 combined random 6885
8900 combined random 6960
9000 combined random 7026
9100 combined random 7088
9200 combined random 7126
9300 combined random 7385
9400 combined random 7650
9500 combined random 7341
9600 combined random 7361
9700 combined random 7421
9800 combined random 7484
9900 combined random 7506
500 combined reversed 270
600 combined reversed 345
700 combined reversed 376
800 combined reversed 421
900 combined reversed 502
1000 combined reversed 560
1100 combined reversed 683
1200 combined reversed 727
1300 combined reversed 761
1400 combined reversed 785
1500 combined reversed 809
1600 combined reversed 868
1700 combined reversed 949
1800 combined reversed 1025
1900 combined reversed 1237
2000 combined reversed 1174
2100 combined reversed 1386
2200 combined reversed 1431
2300 combined reversed 1506
2400 combined reversed 1528
2500 combined reversed 1576
2600 combined reversed 1680
2700 combined reversed 1747
2800 combined reversed 1653
2900 combined reversed 1676
3000 combined reversed 1721
3100 combined reversed 1841
3200 combined reversed 1829
3300 combined reversed 2023
3400 combined reversed 1999
3500 combined reversed 2077
3600 combined reversed 2250
3700 combined reversed 2238
3800 combined reversed 2313
3900 combined reversed 2412
4000 combined reversed 2462
4100 combined reversed 2679
4200 combined reversed 2844
4300 combined reversed 2919
4400 combined reversed 3014
4500 combined reversed 3066
4600 combined reversed 3116
4700 combined reversed 3173
4800 combined reversed 3220
4900 combined reversed 3247
5000 combined reversed 3304
5100 combined reversed 3350
5200 combined reversed 3385
5300 combined reversed 3423
5400 combined reversed 3447
5500 combined reversed 3499
5600 combined reversed 3491
5700 combined reversed 3518
5800 combined reversed 3534
5900 combined reversed 3564
6000 combined reversed 3591
6100 combined reversed 3616
6200 combined reversed 3695
6300 combined reversed 3759
6400 combined reversed 3855
6500 combined reversed 3917
6600 combined reversed 4020
6700 combined reversed 4099
6800 combined reversed 4169
6900 combined reversed 4263
7000 combined reversed 4357
7100 combined reversed 4435
7200 combined reversed 4496
7300 combined reversed 4588
7400 combined reversed 4684
7500 combined reversed 4788
7600 combined reversed 4831
7700 combined reversed 4905
7800 combined reversed 4977
7900 combined reversed 5223
8000 combined reversed 5164
8100 combined reversed 5328
8200 combined reversed 5522
8300 combined reversed 5913
8400 combined reversed 5997
8500 combined reversed 6284
8600 combined reversed 6241
8700 combined reversed 6248
8800 combined reversed 6404
8900 combined reversed 6354
9000 combined reversed 6409
9100 combined reversed 6483
9200 combined reversed 6558
9300 combined reversed 6562
9400 combined reversed 6618
9500 combined reversed 6669
9600 combined reversed 6688
9700 combined reversed 6775
9800 combined reversed 6799
9900 combined reversed 6813
500 combined almost_sorted 281
600 combined almost_sorted 343
700 combined almost_sorted 368
800 combined almost_sorted 416
900 combined almost_sorted 483
1000 combined almost_sorted 556
1100 combined almost_sorted 676
1200 combined almost_sorted 738
1300 combined almost_sorted 757
1400 combined almost_sorted 779
1500 combined almost_sorted 814
1600 combined almost_sorted 863
1700 combined almost_sorted 941
1800 combined almost_sorted 1041
1900 combined almost_sorted 1092
2000 combined almost_sorted 1173
2100 combined almost_sorted 1346
2200 combined almost_sorted 1430
2300 combined almost_sorted 1476
2400 combined almost_sorted 1530
2500 combined almost_sorted 1567
2600 combined almost_sorted 1590
2700 combined almost_sorted 1618
2800 combined almost_sorted 1641
2900 combined almost_sorted 1670
3000 combined almost_sorted 1707
3100 combined almost_sorted 1749
3200 combined almost_sorted 1840
3300 combined almost_sorted 1909
3400 combined almost_sorted 2008
3500 combined almost_sorted 2078
3600 combined almost_sorted 2168
3700 combined almost_sorted 2247
3800 combined almost_sorted 2328
3900 combined almost_sorted 2386
4000 combined almost_sorted 2507
4100 combined almost_sorted 2637
4200 combined almost_sorted 2815
4300 combined almost_sorted 2928
4400 combined almost_sorted 3003
4500 combined almost_sorted 3062
4600 combined almost_sorted 3123
4700 combined almost_sorted 3146
4800 combined almost_sorted 3206
4900 combined almost_sorted 3257
5000 combined almost_sorted 3266
5100 combined almost_sorted 3323
5200 combined almost_sorted 3341
5300 combined almost_sorted 3367
5400 combined almost_sorted 3420
5500 combined almost_sorted 3555
5600 combined almost_sorted 3482
5700 combined almost_sorted 3593
5800 combined almost_sorted 3520
5900 combined almost_sorted 3550
6000 combined almost_sorted 3576
6100 combined almost_sorted 3622
6200 combined almost_sorted 3668
6300 combined almost_sorted 3742
6400 combined almost_sorted 3826
6500 combined almost_sorted 3906
6600 combined almost_sorted 4001
6700 combined almost_sorted 4073
6800 combined almost_sorted 4151
6900 combined almost_sorted 4264
7000 combined almost_sorted 4331
7100 combined almost_sorted 4634
7200 combined almost_sorted 4551
7300 combined almost_sorted 4605
7400 combined almost_sorted 4721
7500 combined almost_sorted 4772
7600 combined almost_sorted 4932
7700 combined almost_sorted 5015
7800 combined almost_sorted 5065
7900 combined almost_sorted 5054
8000 combined almost_sorted 5232
8100 combined almost_sorted 5221
8200 combined almost_sorted 5506
8300 combined almost_sorted 5804
8400 combined almost_sorted 5940
8500 combined almost_sorted 6095
8600 combined almost_sorted 6109
8700 combined almost_sorted 6242
8800 combined almost_sorted 6419
8900 combined almost_sorted 6359
9000 combined almost_sorted 6554
9100 combined almost_sorted 6648
9200 combined almost_sorted 6584
9300 combined almost_sorted 6753
9400 combined almost_sorted 6678
9500 combined almost_sorted 6665
9600 combined almost_sorted 6684
9700 combined almost_sorted 6878
9800 combined almost_sorted 6847
9900 combined almost_sorted 6959
500 default random 289
600 default random 372
700 default random 426
800 default random 447
900 default random 547
1000 default random 616
1100 default random 742
1200 default random 795
1300 default random 833
1400 default random 881
1500 default random 1025
1600 default random 953
1700 default random 1036
1800 default random 1118
1900 default random 1228
2000 default random 1285
2100 default random 1503
2200 default random 1653
2300 default random 1615
2400 default random 1676
2500 default random 1706
2600 default random 1857
2700 default random 1781
2800 default random 1815
2900 default random 1857
3000 default random 1876
3100 default random 1930
3200 default random 2010
3300 default random 2108
3400 default random 2197
3500 default random 2269
3600 default random 2393
3700 default random 2446
3800 default random 2543
3900 default random 2616
4000 default random 2698
4100 default random 2885
4200 default random 3077
4300 default random 3183
4400 default random 3395
4500 default random 3324
4600 default random 3433
4700 default random 3537
4800 default random 3518
4900 default random 3556
5000 default random 3609
5100 default random 3688
5200 default random 3682
5300 default random 3736
5400 default random 3764
5500 default random 3803
5600 default random 3827
5700 default random 3872
5800 default random 3905
5900 default random 3943
6000 default random 3969
6100 default random 4000
6200 default random 4079
6300 default random 4170
6400 default random 4260
6500 default random 4336
6600 default random 4435
6700 default random 4541
6800 default random 4623
6900 default random 4730
7000 default random 4801
7100 default random 4904
7200 default random 4982
7300 default random 5067
7400 default random 5174
7500 default random 5259
7600 default random 5325
7700 default random 5412
7800 default random 5499
7900 default random 5599
8000 default random 5697
8100 default random 5770
8200 default random 6056
8300 default random 6355
8400 default random 6509
8500 default random 6618
8600 default random 6727
8700 default random 6807
8800 default random 6898
8900 default random 6961
9000 default random 7005
9100 default random 7315
9200 default random 7195
9300 default random 7289
9400 default random 7335
9500 default random 7353
9600 default random 7377
9700 default random 7438
9800 default random 7474
9900 default random 7525
500 default reversed 267
600 default reversed 345
700 default reversed 372
800 default reversed 411
900 default reversed 487
1000 default reversed 567
1100 default reversed 701
1200 default reversed 730
1300 default reversed 761
1400 default reversed 785
1500 default reversed 810
1600 default reversed 872
1700 default reversed 982
1800 default reversed 1025
1900 default reversed 1103
2000 default reversed 1193
2100 default reversed 1347
2200 default reversed 1435
2300 default reversed 1482
2400 default reversed 1526
2500 default reversed 1565
2600 default reversed 1601
2700 default reversed 1626
2800 default reversed 1655
2900 default reversed 1679
3000 default reversed 1702
3100 default reversed 1757
3200 default reversed 1828
3300 default reversed 1927
3400 default reversed 1994
3500 default reversed 2068
3600 default reversed 2149
3700 default reversed 2231
3800 default reversed 2311
3900 default reversed 2401
4000 default reversed 2461
4100 default reversed 2621
4200 default reversed 2837
4300 default reversed 2938
4400 default reversed 2998
4500 default reversed 3069
4600 default reversed 3125
4700 default reversed 3175
4800 default reversed 3201
4900 default reversed 3241
5000 default reversed 3287
5100 default reversed 3337
5200 default reversed 3378
5300 default reversed 3386
5400 default reversed 3429
5500 default reversed 3472
5600 default reversed 3468
5700 default reversed 3564
5800 default reversed 3547
5900 default reversed 3579
6000 default reversed 3834
6100 default reversed 3645
6200 default reversed 3821
6300 default reversed 3759
6400 default reversed 3978
6500 default reversed 3968
6600 default reversed 4087
6700 default reversed 4138
6800 default reversed 4286
6900 default reversed 4263
7000 default reversed 4521
7100 default reversed 4434
7200 default reversed 4534
7300 default reversed 4601
7400 default reversed 4675
7500 default reversed 4767
7600 default reversed 4831
7700 default reversed 4916
7800 default reversed 5008
7900 default reversed 5069
8000 default reversed 5135
8100 default reversed 5238
8200 default reversed 5526
8300 default reversed 5782
8400 default reversed 5971
8500 default reversed 6030
8600 default reversed 6127
8700 default reversed 6244
8800 default reversed 6286
8900 default reversed 6329
9000 default reversed 6389
9100 default reversed 6462
9200 default reversed 6566
9300 default reversed 6640
9400 default reversed 6670
9500 default reversed 6702
9600 default reversed 6699
9700 default reversed 6769
9800 default reversed 6807
9900 default reversed 6855
500 default almost_sorted 265
600 default almost_sorted 343
700 default almost_sorted 367
800 default almost_sorted 407
900 default almost_sorted 482
1000 default almost_sorted 557
1100 default almost_sorted 702
1200 default almost_sorted 722
1300 default almost_sorted 764
1400 default almost_sorted 780
1500 default almost_sorted 801
1600 default almost_sorted 862
1700 default almost_sorted 956
1800 default almost_sorted 1017
1900 default almost_sorted 1094
2000 default almost_sorted 1173
2100 default almost_sorted 1342
2200 default almost_sorted 1430
2300 default almost_sorted 1500
2400 default almost_sorted 1537
2500 default almost_sorted 1554
2600 default almost_sorted 1615
2700 default almost_sorted 1632
2800 default almost_sorted 1673
2900 default almost_sorted 1685
3000 default almost_sorted 1698
3100 default almost_sorted 1749
3200 default almost_sorted 1872
3300 default almost_sorted 1926
3400 default almost_sorted 2104
3500 default almost_sorted 2143
3600 default almost_sorted 2237
3700 default almost_sorted 2316
3800 default almost_sorted 2353
3900 default almost_sorted 2538
4000 default almost_sorted 2530
4100 default almost_sorted 2727
4200 default almost_sorted 2885
4300 default almost_sorted 2988
4400 default almost_sorted 3073
4500 default almost_sorted 3173
4600 default almost_sorted 3202
4700 default almost_sorted 3256
4800 default almost_sorted 3312
4900 default almost_sorted 3336
5000 default almost_sorted 3439
5100 default almost_sorted 3495
5200 default almost_sorted 3532
5300 default almost_sorted 3555
5400 default almost_sorted 3611
5500 default almost_sorted 3619
5600 default almost_sorted 3614
5700 default almost_sorted 3646
5800 default almost_sorted 3680
5900 default almost_sorted 3790
6000 default almost_sorted 3766
6100 default almost_sorted 3749
6200 default almost_sorted 3766
6300 default almost_sorted 3863
6400 default almost_sorted 3940
6500 default almost_sorted 4030
6600 default almost_sorted 4106
6700 default almost_sorted 4188
6800 default almost_sorted 4271
6900 default almost_sorted 4447
7000 default almost_sorted 4353
7100 default almost_sorted 4538
7200 default almost_sorted 4695
7300 default almost_sorted 4743
7400 default almost_sorted 4739
7500 default almost_sorted 4882
7600 default almost_sorted 4801
7700 default almost_sorted 5085
7800 default almost_sorted 5022
7900 default almost_sorted 5145
8000 default almost_sorted 5303
8100 default almost_sorted 5376
8200 default almost_sorted 5676
8300 default almost_sorted 5982
8400 default almost_sorted 6096
8500 default almost_sorted 6201
8600 default almost_sorted 6321
8700 default almost_sorted 6412
8800 default almost_sorted 6490
8900 default almost_sorted 6502
9000 default almost_sorted 6599
9100 default almost_sorted 6637
9200 default almost_sorted 6739
9300 default almost_sorted 7014
9400 default almost_sorted 6598
9500 default almost_sorted 6821
9600 default almost_sorted 6980
9700 default almost_sorted 6961
9800 default almost_sorted 6962
9900 default almost_sorted 7010
500 default random 298
600 default random 381
700 default random 415
800 default random 448
900 default random 529
1000 default random 610
1100 default random 736
1200 default random 787
1300 default random 830
1400 default random 860
1500 default random 1008
1600 default random 999
1700 default random 1049
1800 default random 1134
1900 default random 1208
2000 default random 1333
2100 default random 1507
2200 default random 1606
2300 default random 1668
2400 default random 1715
2500 default random 1764
2600 default random 1873
2700 default random 1874
2800 default random 1931
2900 default random 1923
3000 default random 1991
3100 default random 1992
3200 default random 2090
3300 default random 2178
3400 default random 2255
3500 default random 2401
3600 default random 2469
3700 default random 2531
3800 default random 2641
3900 default random 2778
4000 default random 2824
4100 default random 2969
4200 default random 3192
4300 default random 3307
4400 default random 3434
4500 default random 3471
4600 default random 3583
4700 default random 3665
4800 default random 3505
4900 default random 3550
5000 default random 3710
5100 default random 3708
5200 default random 3745
5300 default random 3715
5400 default random 3767
5500 default random 3784
5600 default random 3848
5700 default random 3853
5800 default random 3899
5900 default random 3951
6000 default random 3973
6100 default random 3987
6200 default random 4054
6300 default random 4170
6400 default random 4259
6500 default random 4338
6600 default random 4429
6700 default random 4519
6800 default random 4607
6900 default random 4704
7000 default random 4767
7100 default random 4865
7200 default random 5004
7300 default random 5121
7400 default random 5187
7500 default random 5292
7600 default random 5372
7700 default random 5405
7800 default random 5492
7900 default random 5581
8000 default random 5647
8100 default random 5762
8200 default random 6091
8300 default random 6333
8400 default random 6462
8500 default random 6586
8600 default random 6703
8700 default random 6999
8800 default random 6945
8900 default random 7068
9000 default random 7136
9100 default random 7159
9200 default random 7320
9300 default random 7265
9400 default random 7296
9500 default random 7338
9600 default random 7380
9700 default random 7432
9800 default random 7468
9900 default random 7504
500 default reversed 284
600 default reversed 355
700 default reversed 372
800 default reversed 412
900 default reversed 488
1000 default reversed 560
1100 default reversed 684
1200 default reversed 729
1300 default reversed 762
1400 default reversed 798
1500 default reversed 809
1600 default reversed 872
1700 default reversed 948
1800 default reversed 1031
1900 default reversed 1104
2000 default reversed 1176
2100 default reversed 1348
2200 default reversed 1431
2300 default reversed 1490
2400 default reversed 1535
2500 default reversed 1564
2600 default reversed 1603
2700 default reversed 1639
2800 default reversed 1653
2900 default reversed 1702
3000 default reversed 1704
3100 default reversed 1744
3200 default reversed 1842
3300 default reversed 1912
3400 default reversed 2005
3500 default reversed 2075
3600 default reversed 2153
3700 default reversed 2233
3800 default reversed 2320
3900 default reversed 2394
4000 default reversed 2471
4100 default reversed 2657
4200 default reversed 2824
4300 default reversed 2927
4400 default reversed 3015
4500 default reversed 3072
4600 default reversed 3133
4700 default reversed 3162
4800 default reversed 3201
4900 default reversed 3253
5000 default reversed 3291
5100 default reversed 3328
5200 default reversed 3361
5300 default reversed 3387
5400 default reversed 3430
5500 default reversed 3455
5600 default reversed 3467
5700 default reversed 3500
5800 default reversed 3532
5900 default reversed 3556
6000 default reversed 3583
6100 default reversed 3668
6200 default reversed 3699
6300 default reversed 3803
6400 default reversed 3880
6500 default reversed 3963
6600 default reversed 4047
6700 default reversed 4137
6800 default reversed 4196
6900 default reversed 4383
7000 default reversed 4365
7100 default reversed 4604
7200 default reversed 4506
7300 default reversed 4701
7400 default reversed 4687
7500 default reversed 4758
7600 default reversed 4861
7700 default reversed 4948
7800 default reversed 5039
7900 default reversed 5134
8000 default reversed 5164
8100 default reversed 5237
8200 default reversed 5523
8300 default reversed 5800
8400 default reversed 5926
8500 default reversed 6093
8600 default reversed 6126
8700 default reversed 6241
8800 default reversed 6318
8900 default reversed 6364
9000 default reversed 6417
9100 default reversed 6467
9200 default reversed 6517
9300 default reversed 6573
9400 default reversed 6611
9500 default reversed 6642
9600 default reversed 6725
9700 default reversed 6749
9800 default reversed 6816
9900 default reversed 6830
500 default almost_sorted 265
600 default almost_sorted 342
700 default almost_sorted 367
800 default almost_sorted 408
900 default almost_sorted 495
1000 default almost_sorted 555
1100 default almost_sorted 674
1200 default almost_sorted 721
1300 default almost_sorted 772
1400 default almost_sorted 781
1500 default almost_sorted 801
1600 default almost_sorted 861
1700 default almost_sorted 942
1800 default almost_sorted 1021
1900 default almost_sorted 1108
2000 default almost_sorted 1168
2100 default almost_sorted 1349
2200 default almost_sorted 1440
2300 default almost_sorted 1477
2400 default almost_sorted 1518
2500 default almost_sorted 1552
2600 default almost_sorted 1589
2700 default almost_sorted 1657
2800 default almost_sorted 1646
2900 default almost_sorted 1680
3000 default almost_sorted 1718
3100 default almost_sorted 1756
3200 default almost_sorted 1843
3300 default almost_sorted 1894
3400 default almost_sorted 1978
3500 default almost_sorted 2055
3600 default almost_sorted 2157
3700 default almost_sorted 2217
3800 default almost_sorted 2296
3900 default almost_sorted 2379
4000 default almost_sorted 2443
4100 default almost_sorted 2617
4200 default almost_sorted 2832
4300 default almost_sorted 2911
4400 default almost_sorted 2986
4500 default almost_sorted 3052
4600 default almost_sorted 3096
4700 default almost_sorted 3157
4800 default almost_sorted 3192
4900 default almost_sorted 3230
5000 default almost_sorted 3273
5100 default almost_sorted 3340
5200 default almost_sorted 3338
5300 default almost_sorted 3568
5400 default almost_sorted 3417
5500 default almost_sorted 3420
5600 default almost_sorted 3618
5700 default almost_sorted 3488
5800 default almost_sorted 3614
5900 default almost_sorted 3527
6000 default almost_sorted 3623
6100 default almost_sorted 3735
6200 default almost_sorted 3783
6300 default almost_sorted 3880
6400 default almost_sorted 3964
6500 default almost_sorted 4118
6600 default almost_sorted 4069
6700 default almost_sorted 4379
6800 default almost_sorted 4249
6900 default almost_sorted 4325
7000 default almost_sorted 4426
7100 default almost_sorted 4439
7200 default almost_sorted 4691
7300 default almost_sorted 4609
7400 default almost_sorted 4790
7500 default almost_sorted 4753
7600 default almost_sorted 5049
7700 default almost_sorted 5077
7800 default almost_sorted 4963
7900 default almost_sorted 5108
8000 default almost_sorted 5166
8100 default almost_sorted 5264
8200 default almost_sorted 5560
8300 default almost_sorted 5911
8400 default almost_sorted 5966
8500 default almost_sorted 6161
8600 default almost_sorted 6179
8700 default almost_sorted 6316
8800 default almost_sorted 6285
8900 default almost_sorted 6413
9000 default almost_sorted 6515
9100 default almost_sorted 6458
9200 default almost_sorted 6566
9300 default almost_sorted 6581
9400 default almost_sorted 6689
9500 default almost_sorted 6736
9600 default almost_sorted 6765
9700 default almost_sorted 6861
9800 default almost_sorted 6830
9900 default almost_sorted 6916
500 default random 287
600 default random 371
700 default random 402
800 default random 474
900 default random 531
1000 default random 608
1100 default random 739
1200 default random 790
1300 default random 847
1400 default random 854
1500 default random 883
1600 default random 1042
1700 default random 1073
1800 default random 1190
1900 default random 1200
2000 default random 1282
2100 default random 1477
2200 default random 1553
2300 default random 1636
2400 default random 1795
2500 default random 1713
2600 default random 1750
2700 default random 1782
2800 default random 1811
2900 default random 1940
3000 default random 1891
3100 default random 1935
3200 default random 2019
3300 default random 2097
3400 default random 2209
3500 default random 2271
3600 default random 2366
3700 default random 2464
3800 default random 2532
3900 default random 2626
4000 default random 2693
4100 default random 2866
4200 default random 3080
4300 default random 3186
4400 default random 3286
4500 default random 3331
4600 default random 3401
4700 default random 3493
4800 default random 3512
4900 default random 3579
5000 default random 3600
5100 default random 3686
5200 default random 3684
5300 default random 3726
5400 default random 3763
5500 default random 3795
5600 default random 3937
5700 default random 3867
5800 default random 3898
5900 default random 4050
6000 default random 4001
6100 default random 4004
6200 default random 4082
6300 default random 4163
6400 default random 4274
6500 default random 4332
6600 default random 4420
6700 default random 4529
6800 default random 4612
6900 default random 4718
7000 default random 4787
7100 default random 4881
7200 default random 4962
7300 default random 5070
7400 default random 5167
7500 default random 5236
7600 default random 5328
7700 default random 5424
7800 default random 5508
7900 default random 5599
8000 default random 5824
8100 default random 5770
8200 default random 6169
8300 default random 6466
8400 default random 6721
8500 default random 6666
8600 default random 6713
8700 default random 6812
8800 default random 6863
8900 default random 6918
9000 default random 7017
9100 default random 7079
9200 default random 7167
9300 default random 7175
9400 default random 7279
9500 default random 7357
9600 default random 7452
9700 default random 7486
9800 default random 7501
9900 default random 7514
500 default reversed 267
600 default reversed 344
700 default reversed 371
800 default reversed 411
900 default reversed 485
1000 default reversed 568
1100 default reversed 679
1200 default reversed 726
1300 default reversed 761
1400 default reversed 786
1500 default reversed 808
1600 default reversed 870
1700 default reversed 948
