n mode kind time_us
500 combined random 1918
600 combined random 2089
700 combined random 1464
800 combined random 2556
900 combined random 4144
1000 combined random 2314
1100 combined random 3354
1200 combined random 1172
1300 combined random 1157
1400 combined random 1129
1500 combined random 1166
1600 combined random 1252
1700 combined random 1367
1800 combined random 1396
1900 combined random 1458
2000 combined random 1573
2100 combined random 1790
2200 combined random 1884
2300 combined random 1955
2400 combined random 2064
2500 combined random 2079
2600 combined random 1947
2700 combined random 1987
2800 combined random 2129
2900 combined random 2056
3000 combined random 2093
3100 combined random 2050
3200 combined random 2172
3300 combined random 2234
3400 combined random 2277
3500 combined random 2453
3600 combined random 2436
3700 combined random 2517
3800 combined random 2563
3900 combined random 2716
4000 combined random 2714
4100 combined random 3043
4200 combined random 3246
4300 combined random 3312
4400 combined random 3413
4500 combined random 3426
4600 combined random 3585
4700 combined random 3471
4800 combined random 3549
4900 combined random 3576
5000 combined random 3587
5100 combined random 3726
5200 combined random 3702
5300 combined random 3862
5400 combined random 3838
5500 combined random 3805
5600 combined random 3862
5700 combined random 3974
5800 combined random 3938
5900 combined random 4011
6000 combined random 3989
6100 combined random 4096
6200 combined random 4097
6300 combined random 4262
6400 combined random 4258
6500 combined random 4468
6600 combined random 4455
6700 combined random 4677
6800 combined random 4652
6900 combined random 4853
7000 combined random 4935
7100 combined random 4925
7200 combined random 5070
7300 combined random 5068
7400 combined random 5304
7500 combined random 5280
7600 combined random 5438
7700 combined random 5495
7800 combined random 5680
7900 combined random 5636
8000 combined random 5773
8100 combined random 5821
8200 combined random 6192
8300 combined random 6353
8400 combined random 6626
8500 combined random 6686
8600 combined random 6822
8700 combined random 6957
8800 combined random 6935
8900 combined random 6982
9000 combined random 7045
9100 combined random 7195
9200 combined random 7310
9300 combined random 7245
9400 combined random 7257
9500 combined random 7365
9600 combined random 7388
9700 combined random 7419
9800 combined random 7730
9900 combined random 7694
500 combined reversed 267
600 combined reversed 346
700 combined reversed 371
800 combined reversed 411
900 combined reversed 489
1000 combined reversed 566
1100 combined reversed 684
1200 combined reversed 739
1300 combined reversed 770
1400 combined reversed 786
1500 combined reversed 809
1600 combined reversed 870
1700 combined reversed 971
1800 combined reversed 1024
1900 combined reversed 1104
2000 combined reversed 1178
2100 combined reversed 1360
2200 combined reversed 1434
2300 combined reversed 1497
2400 combined reversed 1528
2500 combined reversed 1566
2600 combined reversed 1603
2700 combined reversed 1649
2800 combined reversed 1671
2900 combined reversed 1693
3000 combined reversed 1702
3100 combined reversed 1748
3200 combined reversed 1835
3300 combined reversed 1924
3400 combined reversed 2001
3500 combined reversed 2072
3600 combined reversed 2164
3700 combined reversed 2262
3800 combined reversed 2313
3900 combined reversed 2393
4000 combined reversed 2459
4100 combined reversed 2639
4200 combined reversed 2851
4300 combined reversed 2923
4400 combined reversed 2999
4500 combined reversed 3077
4600 combined reversed 3150
4700 combined reversed 3173
4800 combined reversed 3201
4900 combined reversed 3452
5000 combined reversed 3301
5100 combined reversed 3323
5200 combined reversed 3478
5300 combined reversed 3387
5400 combined reversed 3412
5500 combined reversed 3457
5600 combined reversed 3478
5700 combined reversed 3509
5800 combined reversed 3521
5900 combined reversed 3578
6000 combined reversed 3587
6100 combined reversed 3687
6200 combined reversed 3674
6300 combined reversed 3770
6400 combined reversed 3840
6500 combined reversed 3917
6600 combined reversed 4004
6700 combined reversed 4228
6800 combined reversed 4185
6900 combined reversed 4401
7000 combined reversed 4336
7100 combined reversed 4413
7200 combined reversed 4499
7300 combined reversed 4583
7400 combined reversed 4811
7500 combined reversed 4754
7600 combined reversed 4922
7700 combined reversed 4957
7800 combined reversed 5232
7900 combined reversed 5150
8000 combined reversed 5523
8100 combined reversed 5565
8200 combined reversed 5758
8300 combined reversed 5934
8400 combined reversed 6134
8500 combined reversed 6206
8600 combined reversed 6411
8700 combined reversed 6651
8800 combined reversed 6519
8900 combined reversed 6560
9000 combined reversed 6708
9100 combined reversed 6777
9200 combined reversed 6879
9300 combined reversed 6953
9400 combined reversed 6844
9500 combined reversed 6873
9600 combined reversed 6912
9700 combined reversed 6989
9800 combined reversed 6974
9900 combined reversed 6961
500 combined almost_sorted 273
600 combined almost_sorted 353
700 combined almost_sorted 377
800 combined almost_sorted 426
900 combined almost_sorted 497
1000 combined almost_sorted 576
1100 combined almost_sorted 696
1200 combined almost_sorted 744
1300 combined almost_sorted 775
1400 combined almost_sorted 802
1500 combined almost_sorted 831
1600 combined almost_sorted 901
1700 combined almost_sorted 986
1800 combined almost_sorted 1054
1900 combined almost_sorted 1128
2000 combined almost_sorted 1204
2100 combined almost_sorted 1391
2200 combined almost_sorted 1478
2300 combined almost_sorted 1537
2400 combined almost_sorted 1569
2500 combined almost_sorted 1607
2600 combined almost_sorted 1645
2700 combined almost_sorted 1664
2800 combined almost_sorted 1716
2900 combined almost_sorted 1717
3000 combined almost_sorted 1746
3100 combined almost_sorted 1800
3200 combined almost_sorted 1885
3300 combined almost_sorted 1954
3400 combined almost_sorted 2035
3500 combined almost_sorted 2127
3600 combined almost_sorted 2234
3700 combined almost_sorted 2284
3800 combined almost_sorted 2365
3900 combined almost_sorted 2442
4000 combined almost_sorted 2541
4100 combined almost_sorted 2686
4200 combined almost_sorted 2899
4300 combined almost_sorted 3028
4400 combined almost_sorted 3085
4500 combined almost_sorted 3149
4600 combined almost_sorted 3201
4700 combined almost_sorted 3249
4800 combined almost_sorted 3292
4900 combined almost_sorted 3326
5000 combined almost_sorted 3365
5100 combined almost_sorted 3441
5200 combined almost_sorted 3442
5300 combined almost_sorted 3474
5400 combined almost_sorted 3515
5500 combined almost_sorted 3548
5600 combined almost_sorted 3566
5700 combined almost_sorted 3622
5800 combined almost_sorted 3610
5900 combined almost_sorted 3647
6000 combined almost_sorted 3685
6100 combined almost_sorted 3733
6200 combined almost_sorted 3780
6300 combined almost_sorted 3848
6400 combined almost_sorted 3967
6500 combined almost_sorted 4047
6600 combined almost_sorted 4246
6700 combined almost_sorted 4103
6800 combined almost_sorted 4339
6900 combined almost_sorted 4285
7000 combined almost_sorted 4413
7100 combined almost_sorted 4545
7200 combined almost_sorted 4655
7300 combined almost_sorted 4737
7400 combined almost_sorted 4806
7500 combined almost_sorted 4889
7600 combined almost_sorted 4962
7700 combined almost_sorted 5036
7800 combined almost_sorted 5231
7900 combined almost_sorted 5086
8000 combined almost_sorted 5376
8100 combined almost_sorted 5519
8200 combined almost_sorted 5764
8300 combined almost_sorted 6010
8400 combined almost_sorted 6030
8500 combined almost_sorted 6128
8600 combined almost_sorted 6420
8700 combined almost_sorted 6520
8800 combined almost_sorted 6480
8900 combined almost_sorted 6547
9000 combined almost_sorted 6611
9100 combined almost_sorted 6680
9200 combined almost_sorted 6534
9300 combined almost_sorted 6540
9400 combined almost_sorted 6599
9500 combined almost_sorted 6636
9600 combined almost_sorted 6700
9700 combined almost_sorted 6722
9800 combined almost_sorted 6785
9900 combined almost_sorted 6827
500 combined random 287
600 combined random 380
700 combined random 401
800 combined random 448
900 combined random 528
1000 combined random 605
1100 combined random 736
1200 combined random 786
1300 combined random 827
1400 combined random 881
1500 combined random 886
1600 combined random 950
1700 combined random 1033
1800 combined random 1118
1900 combined random 1211
2000 combined random 1280
2100 combined random 1460
2200 combined random 1565
2300 combined random 1611
2400 combined random 1673
2500 combined random 1708
2600 combined random 1747
2700 combined random 1779
2800 combined random 1811
2900 combined random 1840
3000 combined random 1872
3100 combined random 1955
3200 combined random 2016
3300 combined random 2106
3400 combined random 2182
3500 combined random 2269
3600 combined random 2362
3700 combined random 2447
3800 combined random 2529
3900 combined random 2612
4000 combined random 2705
4100 combined random 2874
4200 combined random 3084
4300 combined random 3185
4400 combined random 3280
4500 combined random 3343
4600 combined random 3397
4700 combined random 3450
4800 combined random 3632
4900 combined random 3557
5000 combined random 3658
5100 combined random 3758
5200 combined random 3677
5300 combined random 3869
5400 combined random 3802
5500 combined random 3823
5600 combined random 3960
5700 combined random 3864
5800 combined random 4019
5900 combined random 3999
6000 combined random 4021
6100 combined random 4101
6200 combined random 4062
6300 combined random 4169
6400 combined random 4242
6500 combined random 4363
6600 combined random 4421
6700 combined random 4519
6800 combined random 4608
6900 combined random 4709
7000 combined random 4963
7100 combined random 4860
7200 combined random 5145
7300 combined random 5058
7400 combined random 5184
7500 combined random 5251
7600 combined random 5330
7700 combined random 5413
7800 combined random 5506
7900 combined random 5580
8000 combined random 5667
8100 combined random 5766
8200 combined random 6236
8300 combined random 6464
8400 combined random 6632
8500 combined random 6865
8600 combined random 6802
8700 combined random 6801
8800 combined random 6869
8900 combined random 6977
9000 combined random 7021
9100 combined random 7089
9200 combined random 7176
9300 combined random 7209
9400 combined random 7243
9500 combined random 7303
9600 combined random 7630
9700 combined random 7477
9800 combined random 7487
9900 combined random 7530
500 combined reversed 267
600 combined reversed 346
700 combined reversed 371
800 combined reversed 411
900 combined reversed 494
1000 combined reversed 568
1100 combined reversed 682
1200 combined reversed 728
1300 combined reversed 770
1400 combined reversed 783
1500 combined reversed 812
1600 combined reversed 870
1700 combined reversed 957
1800 combined reversed 1028
1900 combined reversed 1117
2000 combined reversed 1191
2100 combined reversed 1349
2200 combined reversed 1433
2300 combined reversed 1497
2400 combined reversed 1528
2500 combined reversed 1591
2600 combined reversed 1599
2700 combined reversed 1629
2800 combined reversed 1652
2900 combined reversed 1675
3000 combined reversed 1702
3100 combined reversed 1752
3200 combined reversed 1836
3300 combined reversed 1909
3400 combined reversed 1989
3500 combined reversed 2075
3600 combined reversed 2160
3700 combined reversed 2230
3800 combined reversed 2311
3900 combined reversed 2379
4000 combined reversed 2471
4100 combined reversed 2622
4200 combined reversed 2830
4300 combined reversed 2935
4400 combined reversed 3044
4500 combined reversed 3055
4600 combined reversed 3119
4700 combined reversed 3182
4800 combined reversed 3200
4900 combined reversed 3264
5000 combined reversed 3297
5100 combined reversed 3332
5200 combined reversed 3356
5300 combined reversed 3383
5400 combined reversed 3425
5500 combined reversed 3438
5600 combined reversed 3480
5700 combined reversed 3523
5800 combined reversed 3538
5900 combined reversed 3559
6000 combined reversed 3576
6100 combined reversed 3627
6200 combined reversed 3678
6300 combined reversed 3767
6400 combined reversed 3846
6500 combined reversed 3926
6600 combined reversed 4020
6700 combined reversed 4116
6800 combined reversed 4199
6900 combined reversed 4258
7000 combined reversed 4336
7100 combined reversed 4433
7200 combined reversed 4498
7300 combined reversed 4667
7400 combined reversed 4721
7500 combined reversed 4775
7600 combined reversed 4831
7700 combined reversed 4913
7800 combined reversed 4983
7900 combined reversed 5067
8000 combined reversed 5129
8100 combined reversed 5226
8200 combined reversed 5504
8300 combined reversed 5825
8400 combined reversed 5950
8500 combined reversed 6031
8600 combined reversed 6129
8700 combined reversed 6212
8800 combined reversed 6303
8900 combined reversed 6358
9000 combined reversed 6605
9100 combined reversed 6505
9200 combined reversed 6719
9300 combined reversed 6664
9400 combined reversed 6620
9500 combined reversed 6653
9600 combined reversed 6702
9700 combined reversed 6897
9800 combined reversed 6914
9900 combined reversed 6836
500 combined almost_sorted 270
600 combined almost_sorted 341
700 combined almost_sorted 367
800 combined almost_sorted 409
900 combined almost_sorted 482
1000 combined almost_sorted 556
1100 combined almost_sorted 679
1200 combined almost_sorted 720
1300 combined almost_sorted 761
1400 combined almost_sorted 777
1500 combined almost_sorted 800
1600 combined almost_sorted 882
1700 combined almost_sorted 937
1800 combined almost_sorted 1018
1900 combined almost_sorted 1095
2000 combined almost_sorted 1172
2100 combined almost_sorted 1337
2200 combined almost_sorted 1421
2300 combined almost_sorted 1502
2400 combined almost_sorted 1516
2500 combined almost_sorted 1550
2600 combined almost_sorted 1584
2700 combined almost_sorted 1624
2800 combined almost_sorted 1636
2900 combined almost_sorted 1686
3000 combined almost_sorted 1686
3100 combined almost_sorted 1727
3200 combined almost_sorted 1813
3300 combined almost_sorted 1907
3400 combined almost_sorted 1971
3500 combined almost_sorted 2053
3600 combined almost_sorted 2143
3700 combined almost_sorted 2236
3800 combined almost_sorted 2287
3900 combined almost_sorted 2361
4000 combined almost_sorted 2439
4100 combined almost_sorted 2607
4200 combined almost_sorted 2810
4300 combined almost_sorted 2902
4400 combined almost_sorted 2981
4500 combined almost_sorted 3055
4600 combined almost_sorted 3124
4700 combined almost_sorted 3141
4800 combined almost_sorted 3194
4900 combined almost_sorted 3224
5000 combined almost_sorted 3269
5100 combined almost_sorted 3330
5200 combined almost_sorted 3328
5300 combined almost_sorted 3369
5400 combined almost_sorted 3402
5500 combined almost_sorted 3413
5600 combined almost_sorted 3593
5700 combined almost_sorted 3488
5800 combined almost_sorted 3539
5900 combined almost_sorted 3651
6000 combined almost_sorted 3562
6100 combined almost_sorted 3588
6200 combined almost_sorted 3644
6300 combined almost_sorted 3744
6400 combined almost_sorted 3816
6500 combined almost_sorted 3909
6600 combined almost_sorted 3975
6700 combined almost_sorted 4067
6800 combined almost_sorted 4156
6900 combined almost_sorted 4245
7000 combined almost_sorted 4325
7100 combined almost_sorted 4400
7200 combined almost_sorted 4497
7300 combined almost_sorted 4586
7400 combined almost_sorted 4636
7500 combined almost_sorted 4720
7600 combined almost_sorted 4818
7700 combined almost_sorted 4895
7800 combined almost_sorted 4973
7900 combined almost_sorted 5024
8000 combined almost_sorted 5122
8100 combined almost_sorted 5210
8200 combined almost_sorted 5492
8300 combined almost_sorted 5779
8400 combined almost_sorted 5931
8500 combined almost_sorted 5998
8600 combined almost_sorted 6119
8700 combined almost_sorted 6236
8800 combined almost_sorted 6270
8900 combined almost_sorted 6316
9000 combined almost_sorted 6360
9100 combined almost_sorted 6439
9200 combined almost_sorted 6500
9300 combined almost_sorted 6595
9400 combined almost_sorted 6593
9500 combined almost_sorted 6623
9600 combined almost_sorted 6683
9700 combined almost_sorted 6713
9800 combined almost_sorted 6854
9900 combined almost_sorted 6934
500 combined random 286
600 combined random 371
700 combined random 405
800 combined random 450
900 combined random 528
1000 combined random 605
1100 combined random 749
1200 combined random 787
1300 combined random 828
1400 combined random 874
1500 combined random 908
1600 combined random 950
1700 combined random 1036
1800 combined random 1117
1900 combined random 1205
2000 combined random 1293
2100 combined random 1460
2200 combined random 1561
2300 combined random 1610
2400 combined random 1664
2500 combined random 1718
2600 combined random 1759
2700 combined random 1812
2800 combined random 1810
2900 combined random 1844
3000 combined random 1886
3100 combined random 1942
3200 combined random 2011
3300 combined random 2100
3400 combined random 2196
3500 combined random 2288
3600 combined random 2362
3700 combined random 2443
3800 combined random 2536
3900 combined random 2614
4000 combined random 2696
4100 combined random 2884
4200 combined random 3293
4300 combined random 3208
4400 combined random 3267
4500 combined random 3454
4600 combined random 3447
4700 combined random 3603
4800 combined random 3575
4900 combined random 3697
5000 combined random 3662
5100 combined random 3801
5200 combined random 3697
5300 combined random 3810
5400 combined random 3985
5500 combined random 3804
5600 combined random 3922
5700 combined random 3894
5800 combined random 3930
5900 combined random 3971
6000 combined random 3987
6100 combined random 4051
6200 combined random 4072
6300 combined random 4187
6400 combined random 4253
6500 combined random 4363
6600 combined random 4416
6700 combined random 4538
6800 combined random 4617
6900 combined random 4687
7000 combined random 4774
7100 combined random 4882
7200 combined random 4997
7300 combined random 5060
7400 combined random 5151
7500 combined random 5303
7600 combined random 5328
7700 combined random 5433
7800 combined random 5535
7900 combined random 5746
8000 combined random 5664
8100 combined random 5877
8200 combined random 6050
8300 combined random 6330
8400 combined random 6492
8500 combined random 6608
8600 combined random 6701
8700 combined random 6790
8800 combined random 6857
8900 combined random 6989
9000 combined random 7038
9100 combined random 7082
9200 combined random 7156
9300 combined random 7182
9400 combined random 7272
9500 combined random 7466
9600 combined random 7501
9700 combined random 7414
9800 combined random 7458
9900 combined random 7516
500 combined reversed 267
600 combined reversed 351
700 combined reversed 371
800 combined reversed 412
900 combined reversed 487
1000 combined reversed 561
1100 combined reversed 701
1200 combined reversed 732
1300 combined reversed 764
1400 combined reversed 784
1500 combined reversed 809
1600 combined reversed 874
1700 combined reversed 951
1800 combined reversed 1035
1900 combined reversed 1103
2000 combined reversed 1176
2100 combined reversed 1355
2200 combined reversed 1431
2300 combined reversed 1499
2400 combined reversed 1539
2500 combined reversed 1564
2600 combined reversed 1610
2700 combined reversed 1627
2800 combined reversed 1671
2900 combined reversed 1680
3000 combined reversed 1702
3100 combined reversed 1758
3200 combined reversed 1827
3300 combined reversed 1913
3400 combined reversed 2006
3500 combined reversed 2066
3600 combined reversed 2150
3700 combined reversed 2233
3800 combined reversed 2316
3900 combined reversed 2415
4000 combined reversed 2459
4100 combined reversed 2629
4200 combined reversed 2845
4300 combined reversed 2941
4400 combined reversed 3004
4500 combined reversed 3079
4600 combined reversed 3108
4700 combined reversed 3164
4800 combined reversed 3199
4900 combined reversed 3252
5000 combined reversed 3308
5100 combined reversed 3318
5200 combined reversed 3353
5300 combined reversed 3382
5400 combined reversed 3424
5500 combined reversed 3472
5600 combined reversed 3475
5700 combined reversed 3530
5800 combined reversed 3519
5900 combined reversed 3554
6000 combined reversed 3588
6100 combined reversed 3632
6200 combined reversed 3701
6300 combined reversed 3756
6400 combined reversed 3836
6500 combined reversed 4034
6600 combined reversed 4038
6700 combined reversed 4215
6800 combined reversed 4200
6900 combined reversed 4373
7000 combined reversed 4326
7100 combined reversed 4411
7200 combined reversed 4529
7300 combined reversed 4657
7400 combined reversed 4707
7500 combined reversed 4786
7600 combined reversed 4844
7700 combined reversed 4954
7800 combined reversed 5038
7900 combined reversed 5085
8000 combined reversed 5176
8100 combined reversed 5233
8200 combined reversed 5531
8300 combined reversed 5793
8400 combined reversed 5935
8500 combined reversed 6035
8600 combined reversed 6122
8700 combined reversed 6246
8800 combined reversed 6292
8900 combined reversed 6355
9000 combined reversed 6568
9100 combined reversed 6587
9200 combined reversed 6525
9300 combined reversed 6560
9400 combined reversed 6635
9500 combined reversed 6833
9600 combined reversed 6837
9700 combined reversed 6748
9800 combined reversed 6795
9900 combined reversed 6822
500 combined almost_sorted 263
600 combined almost_sorted 358
700 combined almost_sorted 365
800 combined almost_sorted 403
900 combined almost_sorted 480
1000 combined almost_sorted 551
1100 combined almost_sorted 675
1200 combined almost_sorted 716
1300 combined almost_sorted 749
1400 combined almost_sorted 783
1500 combined almost_sorted 798
1600 combined almost_sorted 854
1700 combined almost_sorted 956
1800 combined almost_sorted 1013
1900 combined almost_sorted 1087
2000 combined almost_sorted 1157
2100 combined almost_sorted 1332
2200 combined almost_sorted 1425
2300 combined almost_sorted 1472
2400 combined almost_sorted 1523
2500 combined almost_sorted 1544
2600 combined almost_sorted 1583
2700 combined almost_sorted 1604
2800 combined almost_sorted 1626
2900 combined almost_sorted 1687
3000 combined almost_sorted 1692
3100 combined almost_sorted 1720
3200 combined almost_sorted 1803
3300 combined almost_sorted 1885
3400 combined almost_sorted 1973
3500 combined almost_sorted 2047
3600 combined almost_sorted 2122
3700 combined almost_sorted 2201
3800 combined almost_sorted 2327
3900 combined almost_sorted 2356
4000 combined almost_sorted 2441
4100 combined almost_sorted 2590
4200 combined almost_sorted 2799
4300 combined almost_sorted 2903
4400 combined almost_sorted 2991
4500 combined almost_sorted 3044
4600 combined almost_sorted 3098
4700 combined almost_sorted 3134
4800 combined almost_sorted 3171
4900 combined almost_sorted 3243
5000 combined almost_sorted 3243
5100 combined almost_sorted 3283
5200 combined almost_sorted 3324
5300 combined almost_sorted 3352
5400 combined almost_sorted 3377
5500 combined almost_sorted 3405
5600 combined almost_sorted 3433
5700 combined almost_sorted 3451
5800 combined almost_sorted 3495
5900 combined almost_sorted 3519
6000 combined almost_sorted 3551
6100 combined almost_sorted 3561
6200 combined almost_sorted 3620
6300 combined almost_sorted 3718
6400 combined almost_sorted 3801
6500 combined almost_sorted 4080
6600 combined almost_sorted 4002
6700 combined almost_sorted 4120
6800 combined almost_sorted 4161
6900 combined almost_sorted 4284
7000 combined almost_sorted 4310
7100 combined almost_sorted 4408
7200 combined almost_sorted 4499
7300 combined almost_sorted 4604
7400 combined almost_sorted 4656
7500 combined almost_sorted 4743
7600 combined almost_sorted 4779
7700 combined almost_sorted 4866
7800 combined almost_sorted 4964
7900 combined almost_sorted 5009
8000 combined almost_sorted 5076
8100 combined almost_sorted 5195
8200 combined almost_sorted 5464
8300 combined almost_sorted 5741
8400 combined almost_sorted 5877
8500 combined almost_sorted 6111
8600 combined almost_sorted 6099
8700 combined almost_sorted 6340
8800 combined almost_sorted 6307
8900 combined almost_sorted 6331
9000 combined almost_sorted 6375
9100 combined almost_sorted 6407
9200 combined almost_sorted 8195
9300 combined almost_sorted 6586
9400 combined almost_sorted 6585
9500 combined almost_sorted 6668
9600 combined almost_sorted 6646
9700 combined almost_sorted 6688
9800 combined almost_sorted 6736
9900 combined almost_sorted 6787
500 combined random 287
600 combined random 372
700 combined random 403
800 combined random 447
900 combined random 533
1000 combined random 606
1100 combined random 744
1200 combined random 787
1300 combined random 826
1400 combined random 854
1500 combined random 887
1600 combined random 968
1700 combined random 1034
1800 combined random 1119
1900 combined random 1215
2000 combined random 1296
2100 combined random 1462
2200 combined random 1553
2300 combined random 1613
2400 combined random 3373
2500 combined random 2859
2600 combined random 2017
2700 combined random 3094
2800 combined random 2227
2900 combined random 1894
3000 combined random 1987
3100 combined random 1943
3200 combined random 2189
3300 combined random 4006
3400 combined random 4989
3500 combined random 3949
3600 combined random 2909
3700 combined random 3369
3800 combined random 3492
3900 combined random 2657
4000 combined random 3212
4100 combined random 3501
4200 combined random 4381
4300 combined random 3892
4400 combined random 3313
4500 combined random 3388
4600 combined random 8076
4700 combined random 5261
4800 combined random 5688
4900 combined random 5017
5000 combined random 10426
5100 combined random 5060
5200 combined random 7470
5300 combined random 7330
5400 combined random 7407
5500 combined random 8367
5600 combined random 5975
5700 combined random 5695
5800 combined random 3930
5900 combined random 4017
6000 combined random 4003
6100 combined random 4105
6200 combined random 4103
6300 combined random 4218
6400 combined random 4273
6500 combined random 4472
6600 combined random 4464
6700 combined random 4590
6800 combined random 4771
6900 combined random 4742
7000 combined random 4933
7100 combined random 4933
7200 combined random 5090
7300 combined random 5199
7400 combined random 5153
7500 combined random 5419
7600 combined random 5461
7700 combined random 5429
7800 combined random 5723
7900 combined random 5650
8000 combined random 5786
8100 combined random 5904
8200 combined random 6174
8300 combined random 6538
8400 combined random 6525
8500 combined random 6704
8600 combined random 6900
8700 combined random 6963
8800 combined random 6992
8900 combined random 7107
9000 combined random 7220
9100 combined random 7093
9200 combined random 7279
9300 combined random 7379
9400 combined random 7341
9500 combined random 7519
9600 combined random 7539
9700 combined random 7517
9800 combined random 7489
9900 combined random 7515
500 combined reversed 268
600 combined reversed 349
700 combined reversed 388
800 combined reversed 410
900 combined reversed 488
1000 combined reversed 560
1100 combined reversed 685
1200 combined reversed 726
1300 combined reversed 761
1400 combined reversed 784
1500 combined reversed 808
1600 combined reversed 869
1700 combined reversed 947
1800 combined reversed 1039
1900 combined reversed 1102
2000 combined reversed 1187
2100 combined reversed 1350
2200 combined reversed 1433
2300 combined reversed 1485
2400 combined reversed 1535
2500 combined reversed 1564
2600 combined reversed 1604
2700 combined reversed 1625
2800 combined reversed 1655
2900 combined reversed 1686
3000 combined reversed 1701
3100 combined reversed 1761
3200 combined reversed 1833
3300 combined reversed 1909
3400 combined reversed 2002
3500 combined reversed 2075
3600 combined reversed 2167
3700 combined reversed 2244
3800 combined reversed 2316
3900 combined reversed 2407
4000 combined reversed 2472
4100 combined reversed 2692
4200 combined reversed 2851
4300 combined reversed 2925
4400 combined reversed 3000
4500 combined reversed 3074
4600 combined reversed 3113
4700 combined reversed 3157
4800 combined reversed 3224
4900 combined reversed 3251
5000 combined reversed 3413
5100 combined reversed 3353
5200 combined reversed 3365
5300 combined reversed 3523
5400 combined reversed 3430
5500 combined reversed 3484
5600 combined reversed 3489
5700 combined reversed 3512
5800 combined reversed 3524
5900 combined reversed 3580
6000 combined reversed 3595
6100 combined reversed 3629
6200 combined reversed 3828
6300 combined reversed 3765
6400 combined reversed 3979
6500 combined reversed 3945
6600 combined reversed 4026
6700 combined reversed 4105
6800 combined reversed 4172
6900 combined reversed 4252
7000 combined reversed 4347
7100 combined reversed 4424
7200 combined reversed 4512
7300 combined reversed 4586
7400 combined reversed 4694
7500 combined reversed 4749
7600 combined reversed 4825
7700 combined reversed 4929
7800 combined reversed 5004
7900 combined reversed 5080
8000 combined reversed 5159
8100 combined reversed 5235
8200 combined reversed 5519
8300 combined reversed 5785
8400 combined reversed 5933
8500 combined reversed 6047
8600 combined reversed 6140
8700 combined reversed 6239
8800 combined reversed 6297
8900 combined reversed 6326
9000 combined reversed 6393
9100 combined reversed 6474
9200 combined reversed 6499
9300 combined reversed 6546
9400 combined reversed 6603
9500 combined reversed 6647
9600 combined reversed 6716
9700 combined reversed 6756
9800 combined reversed 6795
9900 combined reversed 6823
500 combined almost_sorted 275
600 combined almost_sorted 340
700 combined almost_sorted 366
800 combined almost_sorted 404
900 combined almost_sorted 486
1000 combined almost_sorted 552
1100 combined almost_sorted 673
1200 combined almost_sorted 717
1300 combined almost_sorted 753
1400 combined almost_sorted 771
1500 combined almost_sorted 795
1600 combined almost_sorted 857
1700 combined almost_sorted 945
1800 combined almost_sorted 1028
1900 combined almost_sorted 1191
2000 combined almost_sorted 1177
2100 combined almost_sorted 1350
2200 combined almost_sorted 1427
2300 combined almost_sorted 1467
2400 combined almost_sorted 1512
2500 combined almost_sorted 1580
2600 combined almost_sorted 1609
2700 combined almost_sorted 1612
2800 combined almost_sorted 1639
2900 combined almost_sorted 1653
3000 combined almost_sorted 1700
3100 combined almost_sorted 1723
3200 combined almost_sorted 1807
3300 combined almost_sorted 1895
3400 combined almost_sorted 2015
3500 combined almost_sorted 2137
3600 combined almost_sorted 2143
3700 combined almost_sorted 2204
3800 combined almost_sorted 2302
3900 combined almost_sorted 2389
4000 combined almost_sorted 2447
4100 combined almost_sorted 2694
4200 combined almost_sorted 2949
4300 combined almost_sorted 2938
4400 combined almost_sorted 3010
4500 combined almost_sorted 3230
4600 combined almost_sorted 3150
4700 combined almost_sorted 3233
4800 combined almost_sorted 3177
4900 combined almost_sorted 3296
5000 combined almost_sorted 3265
5100 combined almost_sorted 3337
5200 combined almost_sorted 3325
5300 combined almost_sorted 3367
5400 combined almost_sorted 3399
5500 combined almost_sorted 3402
5600 combined almost_sorted 3547
5700 combined almost_sorted 3472
5800 combined almost_sorted 3492
5900 combined almost_sorted 3637
6000 combined almost_sorted 3550
6100 combined almost_sorted 3558
6200 combined almost_sorted 3638
6300 combined almost_sorted 3730
6400 combined almost_sorted 3792
6500 combined almost_sorted 3876
6600 combined almost_sorted 3969
6700 combined almost_sorted 4057
6800 combined almost_sorted 4133
6900 combined almost_sorted 4241
7000 combined almost_sorted 4284
7100 combined almost_sorted 4396
7200 combined almost_sorted 4461
7300 combined almost_sorted 4539
7400 combined almost_sorted 4638
7500 combined almost_sorted 4709
7600 combined almost_sorted 4786
7700 combined almost_sorted 4874
7800 combined almost_sorted 4966
7900 combined almost_sorted 5014
8000 combined almost_sorted 5106
8100 combined almost_sorted 5173
8200 combined almost_sorted 5477
8300 combined almost_sorted 5763
8400 combined almost_sorted 5904
8500 combined almost_sorted 5988
8600 combined almost_sorted 6068
8700 combined almost_sorted 6202
8800 combined almost_sorted 6248
8900 combined almost_sorted 6279
9000 combined almost_sorted 6363
9100 combined almost_sorted 6428
9200 combined almost_sorted 6475
9300 combined almost_sorted 6516
9400 combined almost_sorted 6540
9500 combined almost_sorted 6585
9600 combined almost_sorted 6633
9700 combined almost_sorted 6705
9800 combined almost_sorted 6731
9900 combined almost_sorted 6799
500 combined random 286
600 combined random 380
700 combined random 401
800 combined random 447
900 combined random 526
1000 combined random 606
1100 combined random 732
1200 combined random 786
1300 combined random 824
1400 combined random 860
1500 combined random 883
1600 combined random 950
1700 combined random 1032
1800 combined random 1125
